timestamp,system_state,temp_setpoint,humidity_setpoint,co2_setpoint,temp_probe1,temp_probe2,temp_probe3,temp_dht,temp_co2,humidity,co2_ppm,peltier_mode,peltier_duty,peltier_enabled,humidifier,internal_fan,vent_angle,vent_fan_speed,active_light_schedule,neopixel_color,neopixel_intensity,white_intensity,uv_intensity,photo_mode
2025-10-11T15:15:30.219338,active,10.0,60.0,1000.0,23.25,17.81,32.0,22.5,0.0,58.1,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:35.828031,active,10.0,60.0,1000.0,23.25,17.81,32.06,22.5,0.0,58.0,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:41.451247,active,10.0,60.0,1000.0,23.31,17.75,32.19,22.5,0.0,57.9,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:47.019981,active,10.0,60.0,1000.0,23.31,17.75,32.25,22.5,0.0,58.0,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:52.650832,active,10.0,60.0,1000.0,23.38,17.75,32.25,22.5,0.0,57.9,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:59.214295,active,10.0,60.0,1000.0,23.38,17.69,32.38,22.4,0.0,57.8,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:04.875737,active,10.0,60.0,1000.0,23.38,17.69,32.31,22.4,0.0,57.9,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:10.452084,active,10.0,60.0,1000.0,23.38,17.69,32.25,22.4,0.0,57.8,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:16.113264,active,10.0,60.0,1000.0,23.38,17.69,32.38,22.4,0.0,57.8,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:21.675547,active,10.0,60.0,1000.0,23.38,17.69,32.38,22.4,0.0,57.8,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:27.340647,active,10.0,60.0,1000.0,23.31,17.62,32.5,22.3,0.0,57.7,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:32.987708,active,10.0,60.0,1000.0,23.38,17.62,32.5,22.3,0.0,57.7,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:38.677267,active,10.0,60.0,1000.0,23.38,17.62,32.44,22.3,0.0,57.6,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:44.269980,active,10.0,60.0,1000.0,23.38,17.56,32.44,22.3,0.0,57.7,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:49.933430,active,10.0,60.0,1000.0,23.38,17.56,32.44,22.3,0.0,57.7,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:16:55.503293,active,10.0,60.0,1000.0,23.38,17.5,32.5,22.3,0.0,57.7,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:17:01.167522,active,10.0,60.0,1000.0,23.44,17.5,32.56,22.2,0.0,57.6,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:17:07.763430,active,10.0,60.0,1000.0,23.44,17.5,32.62,22.2,0.0,57.6,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:17:13.326092,active,10.0,60.0,1000.0,23.44,17.5,32.69,22.2,0.0,57.6,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:17:18.891109,active,10.0,60.0,1000.0,23.44,17.5,32.62,22.2,0.0,57.7,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
